ID,Feedground,Capture Date,Start Interval,Stop Interval,Event Type,Brucella,Data Quality
337,Scab,1/23/2007,6/8/2007,6/26/2007,Birth,POS,2
338,Scab,1/23/2007,1/23/2007,5/22/2007,Birth,NEG,5
339,Scab,2/14/2007,6/3/2007,6/4/2007,Birth,NEG,1
340,Scab,2/14/2007,6/3/2007,6/4/2007,Birth,NEG,1
341,Scab,2/20/2007,5/27/2007,5/28/2007,Birth,NEG,1
342,Scab,2/20/2007,6/5/2007,6/6/2007,Birth,NEG,1
343,Scab,2/23/2007,5/30/2007,5/31/2007,Birth,NEG,1
344,Scab,2/23/2007,,,Unknown,NEG,7
345,Scab,2/26/2007,6/5/2007,6/6/2007,Birth,NEG,1
346,Scab,2/26/2007,5/23/2007,6/15/2007,Birth,NEG,2
347,Scab,2/26/2007,2/26/2007,5/22/2007,Birth,NEG,5
348,Scab,2/26/2007,5/22/2007,,Died,NEG,7
349,Scab,3/1/2007,5/31/2007,6/3/2007,Birth,NEG,2
351,Scab,3/1/2007,6/10/2007,6/11/2007,Birth,NEG,1
352,Scab,3/7/2007,6/15/2007,7/2/2007,Birth,NEG,2
353,Scab,3/7/2007,3/7/2007,5/29/2007,Birth,NEG,5
354,Scab,3/7/2007,3/7/2007,5/20/2007,Birth,NEG,5
355,Soda,1/27/2007,6/8/2007,6/14/2007,Birth,NEG,2
356,Soda,1/27/2007,6/5/2007,6/6/2007,Birth,NEG,1
357,Soda,1/27/2007,5/29/2007,5/30/2007,Birth,NEG,1
358,Soda,1/27/2007,1/27/2007,2/28/2007,Abortion,POS,2
359,Soda,1/27/2007,,,Open,NEG,7
360,Soda,1/27/2007,,,Open,NEG,7
361,Soda,1/27/2007,,,Open,POS,7
362,Soda,1/27/2007,6/7/2007,6/8/2007,Birth,NEG,1
363,Soda,1/27/2007,6/7/2007,6/8/2007,Birth,NEG,1
364,Soda,1/15/2007,1/15/2007,8/9/2007,Birth,NEG,5
365,Soda,1/27/2007,5/23/2007,5/26/2007,Birth,NEG,2
366,Soda,1/15/2007,1/15/2007,5/27/2007,Birth,NEG,5
367,Soda,1/19/2007,1/19/2007,5/22/2007,Birth,NEG,5
368,Soda,3/13/2011,6/7/2011,6/8/2011,Birth,NEG,1
368,Soda,1/19/2007,6/15/2007,6/21/2007,Birth,POS,2
369,Soda,1/19/2007,1/19/2007,5/8/2007,Abortion,POS,4
370,Soda,2/11/2007,,,Unknown,NEG,7
371,Soda,2/11/2007,2/11/2007,5/23/2007,Birth,NEG,5
372,Soda,2/11/2007,5/31/2007,6/3/2007,Birth,NEG,2
373,Soda,2/22/2007,,,Unknown,NEG,7
374,Soda,2/11/2007,,,Unknown,NEG,7
375,Soda,2/4/2007,,,Unknown,NEG,7
376,Bench,2/5/2007,,,Unknown,NEG,7
377,Bench,2/5/2007,,,Unknown,NEG,7
378,Bench,2/5/2007,,,Unknown,NEG,7
379,Bench,2/9/2007,2/9/2007,4/30/2007,Abortion,POS,2
380,Bench,2/9/2007,,,Unknown,NEG,7
381,Franz,3/11/2009,5/30/2009,6/7/2009,Birth,POS,2
382,Dell,1/15/2011,6/10/2011,6/11/2011,Birth,NEG,1
383,Dell,1/15/2011,6/4/2011,6/10/2011,Birth,POS,2
384,Dell,1/15/2011,5/19/2011,5/20/2011,Birth,POS,1
385,Dell,1/15/2011,1/15/2011,5/27/2011,Birth,POS,5
386,Dell,1/15/2011,6/21/2011,6/28/2011,Birth,NEG,2
387,Dell,1/21/2011,5/17/2011,5/18/2011,Birth,POS,1
388,Dell,1/21/2011,4/21/2011,4/22/2011,Abortion,POS,1
389,Dell,1/21/2011,5/27/2011,5/31/2011,Birth,POS,2
390,Dell,2/7/2012,5/4/2012,5/5/2012,Abortion,POS,1
390,Dell,1/21/2011,4/6/2011,4/7/2011,Abortion,POS,1
391,Dell,1/21/2011,1/21/2011,4/18/2011,Abortion,NEG,4
392,Dell,1/21/2011,5/1/2011,5/2/2011,Abortion,POS,1
393,McNeel,1/30/2011,3/22/2011,3/26/2011,Abortion,POS,2
394,McNeel,1/30/2011,5/20/2011,5/21/2011,Birth,POS,1
395,McNeel,1/30/2011,5/3/2011,5/4/2011,Birth,POS,1
396,McNeel,1/30/2011,6/20/2011,6/21/2011,Birth,NEG,1
397,Greys,2/3/2011,5/31/2011,6/1/2011,Birth,POS,1
398,Greys,2/3/2011,5/24/2011,5/25/2011,Abortion,NEG,1
399,Greys,2/3/2011,5/27/2011,6/9/2011,Birth,POS,2
400,Greys,2/3/2011,6/5/2011,6/6/2011,Birth,POS,1
401,Greys,2/3/2011,7/15/2011,7/16/2011,Birth,POS,1
402,Forest,2/5/2011,6/3/2011,6/4/2011,Birth,NEG,1
403,Forest,2/5/2011,5/29/2011,5/30/2011,Birth,POS,1
404,Forest,2/5/2011,5/26/2011,5/27/2011,Birth,NEG,1
405,Forest,2/5/2011,6/21/2011,6/23/2011,Birth,NEG,2
406,Forest,2/5/2011,3/30/2011,3/31/2011,Abortion,POS,1
407,Muddy,2/7/2011,5/24/2011,5/25/2011,Birth,POS,1
408,Muddy,2/7/2011,6/2/2011,6/3/2011,Birth,NEG,1
409,Muddy,2/7/2011,5/24/2011,5/25/2011,Birth,NEG,1
410,Muddy,2/7/2011,5/27/2011,6/4/2011,Birth,NEG,2
461,HA99,1/29/2011,6/4/2011,6/10/2011,Birth,NEG,2
463,HA99,1/29/2011,6/4/2011,6/10/2011,Birth,NEG,2
480,HA99,1/29/2011,6/20/2011,6/21/2011,Birth,NEG,2
486,Fall,2/9/2011,5/27/2011,6/9/2011,Birth,NEG,1
492,Fall,2/9/2011,5/27/2011,6/7/2011,Birth,NEG,2
493,Fall,2/9/2011,6/10/2011,6/14/2011,Birth,NEG,2
506,Fall,2/9/2011,5/27/2011,6/10/2011,Birth,NEG,2
512,Alkali,2/14/2012,2/25/2012,,Died,POS,7
512,Patrol,2/14/2011,5/28/2011,6/10/2011,Birth,NEG,2
513,Patrol,2/14/2011,5/28/2011,6/10/2011,Birth,NEG,2
514,Patrol,2/14/2011,5/28/2011,6/10/2011,Birth,NEG,2
515,Patrol,2/14/2011,5/28/2011,6/10/2011,Birth,NEG,2
516,Horse,2/16/2011,,,Open,POS,7
517,Horse,2/16/2011,5/27/2011,5/28/2011,Abortion,POS,6
518,Horse,2/16/2011,,,Unknown,POS,7
519,Horse,2/16/2011,5/24/2011,5/25/2011,Birth,NEG,1
520,Fall,2/19/2011,6/7/2011,6/8/2011,Birth,NEG,1
521,Jewett,2/24/2011,5/25/2011,5/26/2011,Birth,NEG,1
522,UG,2/25/2011,6/4/2011,6/10/2011,Birth,NEG,2
523,UG,2/25/2011,6/11/2011,6/28/2011,Birth,NEG,2
524,UG,2/25/2011,6/4/2011,6/10/2011,Birth,NEG,2
525,Jewett,3/3/2011,6/4/2011,6/20/2011,Birth,NEG,2
526,Franz,3/12/2011,6/4/2011,6/6/2011,Birth,POS,2
527,Franz,3/12/2011,3/13/2011,3/14/2011,Abortion,POS,2
530,McNeel,3/13/2011,3/27/2011,,Died,POS,7
531,McNeel,3/13/2011,6/5/2011,6/6/2011,Birth,NEG,1
532,McNeel,3/13/2011,5/26/2011,5/27/2011,Birth,POS,1
534,HA99,3/15/2011,5/22/2011,5/27/2011,Birth,NEG,2
535,HA99,3/16/2011,5/27/2011,6/10/2011,Birth,NEG,2
536,HA99,3/16/2011,6/7/2011,6/8/2011,Birth,NEG,1
537,HA99,3/16/2011,6/28/2011,7/12/2011,Birth,NEG,2
538,HA99,3/16/2011,6/12/2011,6/13/2011,Birth,NEG,1
539,Soda,3/5/2007,,,Unknown,POS,7
540,Forest,2/1/2012,5/13/2012,5/14/2012,Birth,NEG,1
541,Forest,2/1/2012,6/25/2012,7/2/2012,Birth,NEG,2
542,Forest,2/1/2012,,,Unknown,NEG,7
543,Forest,2/1/2012,6/4/2012,6/20/2012,Birth,POS,2
544,Forest,2/1/2012,6/2/2012,6/3/2012,Birth,POS,1
545,Buffalo,3/1/2006,3/1/2006,5/23/2006,Birth,NEG,5
546,Buffalo,3/1/2006,3/1/2006,6/1/2006,Birth,NEG,5
547,Buffalo,3/1/2006,,,Unknown,NEG,7
548,Buffalo,3/1/2006,,,Unknown,NEG,7
549,Buffalo,3/1/2006,3/1/2006,6/6/2006,Birth,NEG,5
550,Buffalo,3/1/2006,3/1/2006,5/27/2006,Birth,NEG,5
551,Buffalo,3/1/2006,3/1/2006,5/24/2006,Birth,NEG,5
552,Buffalo,3/1/2006,3/1/2006,5/22/2006,Birth,POS,5
553,Buffalo,3/1/2006,3/1/2006,6/6/2006,Birth,NEG,5
554,Buffalo,3/1/2006,3/1/2006,6/5/2006,Birth,NEG,5
555,Buffalo,3/1/2006,3/1/2006,6/6/2006,Birth,NEG,5
556,Buffalo,3/1/2006,3/1/2006,6/4/2006,Birth,NEG,5
558,Buffalo,3/1/2006,3/1/2006,5/26/2006,Birth,NEG,5
559,Buffalo,3/1/2006,,,Unknown,NEG,7
560,Buffalo,3/1/2006,3/1/2006,5/17/2006,Birth,NEG,5
562,Buffalo,3/1/2006,3/1/2006,5/22/2006,Birth,NEG,5
563,Buffalo,3/1/2006,3/1/2006,5/22/2006,Birth,POS,5
564,Buffalo,3/1/2006,3/1/2006,5/23/2006,Birth,NEG,5
566,Buffalo,3/1/2006,,,Unknown,NEG,7
567,Buffalo,3/1/2006,,,Unknown,NEG,7
568,Buffalo,3/1/2006,3/1/2006,6/7/2006,Birth,POS,5
569,Buffalo,3/1/2006,3/1/2006,6/3/2006,Birth,NEG,5
570,Buffalo,3/1/2006,3/1/2006,5/19/2006,Birth,NEG,5
571,Buffalo,3/1/2006,3/1/2006,6/1/2006,Birth,NEG,5
572,Buffalo,3/1/2006,3/1/2006,6/6/2006,Birth,POS,5
573,Buffalo,3/1/2006,3/1/2006,5/17/2006,Birth,POS,5
574,Buffalo,1/17/2007,,,Unknown,NEG,7
575,Buffalo,1/17/2007,1/17/2007,5/22/2007,Birth,NEG,5
576,Buffalo,1/16/2007,1/16/2007,6/7/2007,Birth,NEG,5
577,Buffalo,1/16/2007,1/16/2007,5/24/2007,Birth,NEG,5
578,Buffalo,1/17/2007,1/17/2007,5/23/2007,Birth,NEG,5
579,Buffalo,1/16/2007,,,Unknown,NEG,7
580,Buffalo,1/17/2007,1/17/2007,5/24/2007,Birth,NEG,5
581,Buffalo,1/17/2007,1/17/2007,6/7/2007,Birth,NEG,5
582,Buffalo,1/16/2007,1/16/2007,5/24/2007,Birth,NEG,5
583,Buffalo,1/17/2007,,,Unknown,NEG,7
584,Buffalo,1/17/2007,1/17/2007,5/29/2007,Birth,NEG,5
585,Buffalo,1/17/2007,1/17/2007,5/29/2007,Birth,NEG,5
586,Buffalo,1/16/2007,1/16/2007,5/29/2007,Birth,POS,5
587,Buffalo,1/16/2007,1/16/2007,5/27/2007,Birth,NEG,5
588,Buffalo,1/17/2007,1/17/2007,5/24/2007,Birth,NEG,5
589,Buffalo,1/16/2007,1/16/2007,6/7/2007,Birth,NEG,5
590,Buffalo,1/16/2007,,,Unknown,NEG,7
591,Buffalo,1/17/2007,,,Unknown,NEG,7
592,Buffalo,1/16/2007,1/16/2007,6/7/2007,Birth,NEG,5
593,Buffalo,1/17/2007,1/17/2007,5/23/2007,Birth,NEG,5
594,Buffalo,1/16/2007,1/16/2007,6/15/2007,Birth,POS,5
595,Buffalo,1/16/2007,1/16/2007,5/20/2007,Birth,POS,5
596,Buffalo,1/17/2007,1/17/2007,5/29/2007,Birth,NEG,5
597,Buffalo,1/16/2007,1/16/2007,5/30/2007,Birth,NEG,5
598,Buffalo,1/17/2007,1/17/2007,6/20/2007,Birth,NEG,5
599,Buffalo,1/17/2007,1/17/2007,6/7/2007,Birth,NEG,5
600,Buffalo,1/17/2007,1/17/2007,6/2/2007,Birth,NEG,5
603,Greys,2/3/2012,6/4/2012,6/20/2012,Birth,NEG,2
604,Greys,2/3/2012,2/13/2012,2/14/2012,Abortion,NEG,1
605,Greys,2/3/2012,6/1/2012,6/2/2012,Birth,POS,1
606,Greys,2/3/2012,6/20/2012,6/21/2012,Birth,POS,1
607,Greys,2/3/2012,6/8/2012,6/12/2012,Birth,NEG,2
608,Greys,2/3/2012,5/29/2012,6/20/2012,Birth,NEG,2
646,Dell,2/7/2012,5/10/2012,5/23/2012,Birth,POS,2
647,Dell,2/7/2012,6/4/2012,6/11/2012,Birth,POS,2
648,Dell,2/7/2012,6/20/2012,6/25/2012,Birth,POS,2
649,McNeel,2/17/2012,,,Open,POS,7
650,Dell,2/7/2012,5/25/2012,5/26/2012,Birth,POS,1
651,Dell,2/7/2012,6/29/2012,6/30/2012,Birth,POS,1
652,McNeel,2/17/2012,2/20/2012,,Died,POS,7
653,Dell,2/7/2012,5/26/2012,5/27/2012,Birth,POS,1
654,Black,2/16/2012,5/23/2012,5/24/2012,Birth,NEG,1
657,Black,2/16/2012,6/7/2012,6/8/2012,Birth,NEG,1
658,Black,2/16/2012,5/28/2012,6/4/2012,Birth,NEG,2
659,McNeel,2/17/2012,5/27/2012,5/28/2012,Birth,NEG,1
660,McNeel,2/17/2012,6/20/2012,6/25/2012,Birth,POS,2
661,Alkali,2/14/2012,6/4/2012,6/15/2012,Birth,NEG,2
662,Alkali,2/14/2012,3/15/2012,3/16/2012,Abortion,POS,2
663,Alkali,2/14/2012,6/4/2012,6/11/2012,Birth,NEG,2
664,Alkali,2/14/2012,5/28/2012,6/11/2012,Birth,NEG,2
666,Alkali,2/15/2012,6/4/2012,6/11/2012,Birth,NEG,2
667,Alkali,2/15/2012,5/23/2012,5/24/2012,Birth,NEG,1
668,Alkali,2/15/2012,5/28/2012,6/4/2012,Birth,NEG,2
669,Horse,2/16/2012,6/20/2012,6/25/2012,Birth,POS,2
670,Horse,2/16/2012,6/4/2012,6/20/2012,Birth,POS,2
671,Horse,2/16/2012,3/2/2012,,Died,NEG,7
672,Horse,2/16/2012,4/22/2012,,Died,NEG,7
673,Horse,2/16/2012,6/4/2012,6/8/2012,Birth,NEG,2
674,McNeel,2/22/2012,,,Open,NEG,7
675,McNeel,2/22/2012,5/23/2012,5/24/2012,Birth,POS,1
676,McNeel,2/22/2012,6/17/2012,6/18/2012,Birth,NEG,1
677,Jewett,3/5/2012,6/20/2012,6/25/2012,Birth,NEG,2
678,Jewett,3/5/2012,6/11/2012,6/18/2012,Birth,NEG,2
679,Jewett,3/5/2012,6/11/2012,6/18/2012,Birth,NEG,2
680,Jewett,3/5/2012,5/24/2012,5/25/2012,Birth,NEG,1
681,Jewett,3/5/2012,6/4/2012,6/25/2012,Birth,NEG,2
682,Jewett,3/5/2012,5/26/2012,5/27/2012,Birth,POS,1
683,Jewett,3/5/2012,5/27/2012,5/28/2012,Birth,POS,1
687,Patrol,3/13/2012,5/28/2012,7/9/2012,Birth,POS,4
688,Jewett,3/14/2012,5/28/2012,5/29/2012,Birth,NEG,1
689,McNeel,3/15/2012,6/20/2012,6/25/2012,Birth,POS,2
690,McNeel,3/15/2012,6/2/2012,6/3/2012,Birth,POS,1
691,McNeel,3/15/2012,3/15/2012,5/29/2012,Birth,POS,5
692,McNeel,3/15/2012,6/4/2012,6/20/2012,Birth,NEG,2
694,Forest,2/9/2013,6/2/2013,6/16/2013,Birth,NEG,2
695,Forest,2/9/2013,5/21/2013,5/26/2013,Birth,NEG,2
698,Forest,2/15/2013,5/17/2013,5/18/2013,Abortion,NEG,1
699,Forest,2/15/2013,,,Open,NEG,7
700,Forest,2/15/2013,6/5/2013,6/14/2013,Birth,NEG,2
701,Forest,2/15/2013,5/21/2013,6/5/2013,Birth,POS,2
702,Black,2/17/2013,,,Unknown,NEG,7
703,Black,2/17/2013,,,Unknown,NEG,7
704,Black,2/17/2013,6/11/2013,6/16/2013,Birth,NEG,2
705,Black,2/17/2013,5/24/2013,5/25/2013,Birth,NEG,1
707,McNeel,2/17/2013,5/31/2013,6/1/2013,Birth,NEG,1
708,McNeel,2/17/2013,6/2/2013,6/10/2013,Birth,POS,2
709,McNeel,2/17/2013,6/16/2013,6/25/2013,Birth,POS,2
710,McNeel,2/17/2013,6/2/2013,6/11/2013,Birth,NEG,2
713,Jewett,2/19/2013,,,Unknown,NEG,7
715,Jewett,2/19/2013,5/28/2013,5/29/2013,Birth,NEG,1
716,Jewett,2/19/2013,6/21/2013,6/22/2013,Birth,NEG,1
718,Jewett,2/19/2013,,,Unknown,POS,7
719,Jewett,2/19/2013,5/28/2013,5/29/2013,Birth,POS,1
722,Jewett,2/19/2013,5/21/2013,6/2/2013,Birth,NEG,2
723,Muddy,2/21/2013,6/12/2013,6/13/2013,Birth,NEG,1
725,Muddy,2/21/2013,6/16/2013,6/25/2013,Birth,NEG,2
726,Muddy,2/21/2013,6/13/2013,6/14/2013,Birth,NEG,1
729,Muddy,2/21/2013,5/21/2013,6/11/2013,Birth,NEG,2
730,Muddy,2/21/2013,6/2/2013,6/11/2013,Birth,NEG,2
731,Fall,2/24/2013,6/2/2013,6/11/2013,Birth,NEG,2
732,Fall,2/24/2013,5/26/2013,6/5/2013,Birth,NEG,2
734,Fall,2/24/2013,6/2/2013,6/11/2013,Birth,NEG,2
737,Fall,2/24/2013,7/2/2013,7/10/2013,Birth,NEG,2
740,Fall,2/24/2013,6/2/2013,6/11/2013,Birth,NEG,2
741,Patrol,2/25/2013,5/26/2013,6/2/2013,Birth,NEG,2
742,Patrol,2/25/2013,,,Open,POS,7
743,Patrol,2/25/2013,5/28/2013,5/29/2013,Birth,NEG,1
747,Patrol,2/25/2013,5/21/2013,5/29/2013,Birth,POS,2
749,Patrol,2/25/2013,5/21/2013,6/11/2013,Birth,NEG,2
750,Patrol,2/25/2013,6/8/2013,6/9/2013,Birth,NEG,1
751,Patrol,2/25/2013,6/2/2013,6/11/2013,Birth,NEG,2
752,Patrol,2/25/2013,5/24/2013,5/25/2013,Birth,POS,1
755,Camp,3/5/2013,6/2/2013,6/16/2013,Abortion,NEG,2
756,Camp,3/5/2013,5/21/2013,6/2/2013,Birth,NEG,2
757,Camp,3/5/2013,6/16/2013,6/25/2013,Birth,NEG,2
758,Dell,1/31/2013,5/18/2013,5/19/2013,Birth,POS,1
759,Dell,1/31/2013,1/31/2013,6/5/2013,Birth,POS,5
760,Dell,1/31/2013,5/26/2013,6/5/2013,Birth,POS,2
761,Dell,1/31/2013,5/26/2013,6/5/2013,Birth,POS,2
762,Dell,1/31/2013,5/24/2013,5/25/2013,Birth,POS,1
763,Dell,1/31/2013,5/19/2013,5/20/2013,Birth,POS,1
764,Dell,1/31/2013,6/3/2013,6/4/2013,Birth,POS,1
765,Dell,1/31/2013,6/3/2013,6/4/2013,Birth,POS,1
766,Greys,2/16/2013,6/5/2013,6/11/2013,Birth,NEG,2
767,Greys,2/16/2013,6/5/2013,6/16/2013,Birth,NEG,2
768,Greys,2/16/2013,6/5/2013,6/16/2013,Birth,NEG,2
769,Greys,2/16/2013,5/21/2013,6/5/2013,Birth,POS,2
